경로_승객수,국가유공자_승객수,기준일자,대학생_승객수,승차_역,승차_호선,어린이_승객수,외국인경로_승객수,일반_승객수,장애인_승객수,직원_승객수,청소년_승객수,총_승객수,하차_역,하차_호선
255,2,2023-12-31,0,신설동,1호선,1,1,70,42,0,1,372,제기동,1호선
251,1,2023-12-31,0,불광,3호선,11,2,188,31,0,9,493,홍제,3호선
250,2,2023-12-31,0,천왕,7호선,21,0,322,32,0,22,649,광명사거리,7호선
246,2,2023-12-31,0,홍제,3호선,13,1,227,39,0,14,542,불광,3호선
237,1,2023-12-31,0,당고개,4호선,45,0,703,54,0,73,1113,노원,4호선
237,0,2023-12-31,0,신설동,1호선,6,0,137,37,0,2,419,청량리(서울시립대입구),1호선
235,2,2023-12-31,0,천호(풍납토성),8호선,52,1,551,50,0,22,913,암사,8호선
233,2,2023-12-31,0,쌍문,4호선,95,0,1356,54,0,124,1864,노원,4호선
228,1,2023-12-31,0,동묘앞,1호선,0,0,70,50,0,0,349,청량리(서울시립대입구),1호선
228,1,2023-12-31,0,봉천,2호선,28,0,449,58,0,35,799,신림,2호선
226,1,2023-12-31,0,미아사거리,4호선,25,0,250,26,0,31,559,길음,4호선
221,0,2023-12-31,0,방학,1호선,8,0,133,42,0,13,417,창동,4호선
220,3,2023-12-31,0,노원,7호선,26,0,440,28,0,13,730,마들,7호선
219,0,2023-12-31,0,노원,4호선,35,0,550,43,0,47,894,당고개,4호선
219,5,2023-12-31,0,마들,7호선,36,0,536,26,0,31,853,노원,7호선
218,3,2023-12-31,0,종로3가,1호선,2,0,235,43,0,5,506,동묘앞,1호선
218,1,2023-12-31,0,창동,4호선,11,0,298,44,0,22,594,상계,4호선
217,3,2023-12-31,0,청량리(서울시립대입구),1호선,4,0,127,27,0,1,379,신이문,1호선
216,3,2023-12-31,0,중계,7호선,46,0,439,53,0,56,813,노원,7호선
215,1,2023-12-31,0,서울대입구(관악구청),2호선,45,0,1125,38,0,82,1506,신림,2호선
214,0,2023-12-31,0,수유(강북구청),4호선,45,0,365,34,0,34,692,쌍문,4호선
212,3,2023-12-31,0,노원,4호선,71,0,1022,50,0,95,1453,쌍문,4호선
211,1,2023-12-31,0,길음,4호선,34,0,217,24,0,47,534,미아사거리,4호선
208,1,2023-12-31,0,제기동,1호선,1,0,66,24,0,1,301,신설동,1호선
205,2,2023-12-31,0,미아사거리,4호선,12,0,418,26,0,18,681,쌍문,4호선
204,1,2023-12-31,0,수유(강북구청),4호선,22,1,297,35,0,25,585,미아(서울사이버대학),4호선
203,0,2023-12-31,0,쌍문,4호선,40,0,393,37,0,45,718,수유(강북구청),4호선
201,4,2023-12-31,0,신림,2호선,20,1,373,49,0,22,670,봉천,2호선
200,0,2023-12-31,0,창동,4호선,2,0,126,34,0,1,363,방학,1호선
197,2,2023-12-31,0,상계,4호선,16,0,326,46,0,21,608,창동,4호선
197,0,2023-12-31,0,제기동,1호선,3,0,71,36,0,2,309,동묘앞,1호선
195,2,2023-12-31,0,종로3가,1호선,26,1,647,35,0,23,929,청량리(서울시립대입구),1호선
194,0,2023-12-31,0,미아(서울사이버대학),4호선,28,0,316,43,0,41,622,수유(강북구청),4호선
194,2,2023-12-31,0,연신내,3호선,19,0,195,41,0,25,476,연신내,3호선
193,0,2023-12-31,0,연신내,3호선,18,1,234,24,0,14,484,응암,6호선
190,2,2023-12-31,0,신림,2호선,44,0,1026,40,0,76,1378,서울대입구(관악구청),2호선
186,1,2023-12-31,0,까치산,5호선,24,0,336,32,0,35,614,화곡,5호선
185,0,2023-12-31,0,노원,7호선,30,0,354,50,0,28,647,중계,7호선
185,0,2023-12-31,0,창동,4호선,16,0,390,17,0,26,634,미아사거리,4호선
182,0,2023-12-31,0,발산,5호선,46,0,230,23,0,39,520,우장산,5호선
182,1,2023-12-31,0,신이문,1호선,1,0,129,29,0,3,345,청량리(서울시립대입구),1호선
182,2,2023-12-31,0,쌍문,4호선,12,0,469,16,0,23,704,미아사거리,4호선
179,3,2023-12-31,0,경마공원,4호선,0,0,261,26,0,2,471,총신대입구(이수),4호선
177,1,2023-12-31,0,가락시장,3호선,6,0,262,38,0,6,490,수서,3호선
176,1,2023-12-31,0,구파발,3호선,22,0,359,18,0,21,597,불광,3호선
176,0,2023-12-31,0,연신내,3호선,13,0,421,25,0,21,656,삼송,3호선
175,3,2023-12-31,0,종로3가,1호선,6,1,186,25,0,3,399,제기동,1호선
171,3,2023-12-31,0,잠실(송파구청),2호선,35,0,399,6,0,16,630,잠실나루,2호선
169,0,2023-12-31,0,경마공원,4호선,1,0,331,28,0,6,535,사당,4호선
169,1,2023-12-31,0,미아사거리,4호선,18,0,351,24,0,27,590,창동,4호선
166,1,2023-12-31,0,수서,3호선,7,0,246,24,0,9,453,가락시장,3호선
165,2,2023-12-31,0,삼송,3호선,18,0,414,17,0,43,659,연신내,3호선
164,3,2023-12-31,0,동대문,1호선,2,0,99,25,0,1,294,제기동,1호선
163,0,2023-12-31,0,화곡,5호선,36,0,332,35,0,38,604,까치산,5호선
162,0,2023-12-31,0,천호(풍납토성),5호선,15,3,177,30,0,15,402,둔촌동,5호선
161,1,2023-12-31,0,모란,8호선,12,0,108,34,0,11,327,수진,8호선
160,3,2023-12-31,0,노원,7호선,38,0,611,26,0,58,896,공릉(서울과학기술대),7호선
160,0,2023-12-31,0,홍제,3호선,53,0,272,19,0,47,551,연신내,3호선
159,1,2023-12-31,0,상계,4호선,14,0,160,37,0,8,379,당고개,4호선
158,6,2023-12-31,0,불광,3호선,25,0,387,24,0,23,623,구파발,3호선
158,2,2023-12-31,0,창동,4호선,5,0,193,30,0,1,389,당고개,4호선
157,3,2023-12-31,0,잠실(송파구청),2호선,141,0,2171,19,0,138,2629,강변(동서울터미널),2호선
157,0,2023-12-31,0,청량리(서울시립대입구),1호선,2,1,107,15,0,10,292,청량리(서울시립대입구),1호선
155,0,2023-12-31,0,등촌,9호선,1,2,231,34,0,9,432,가양,9호선
155,0,2023-12-31,0,천호(풍납토성),5호선,11,0,352,17,0,16,551,아차산(어린이대공원후문),5호선
154,0,2023-12-31,0,아차산(어린이대공원후문),5호선,14,0,387,18,0,16,589,천호(풍납토성),5호선
154,1,2023-12-31,0,영등포시장,5호선,4,0,238,21,0,7,425,까치산,5호선
154,1,2023-12-31,0,종로5가,1호선,0,1,95,23,0,2,276,동묘앞,1호선
153,0,2023-12-31,0,서울대입구(관악구청),2호선,24,0,424,19,0,36,656,낙성대(강감찬),2호선
153,1,2023-12-31,0,우장산,5호선,55,0,311,23,0,56,599,발산,5호선
152,3,2023-12-31,0,굽은다리(강동구민회관앞),5호선,32,0,372,30,0,32,621,천호(풍납토성),5호선
152,3,2023-12-31,0,청량리(서울시립대입구),1호선,0,0,88,37,0,4,284,동묘앞,1호선
150,0,2023-12-31,0,미아사거리,4호선,43,0,448,14,0,95,750,성신여대입구(돈암),4호선
150,0,2023-12-31,0,응암,6호선,15,1,202,28,0,22,418,연신내,3호선
149,2,2023-12-31,0,천호(풍납토성),5호선,26,0,399,22,0,20,618,광나루(장신대),5호선
148,0,2023-12-31,0,광나루(장신대),5호선,29,0,415,23,0,28,643,천호(풍납토성),5호선
148,1,2023-12-31,0,천호(풍납토성),5호선,14,0,187,21,0,14,385,길동,5호선
148,2,2023-12-31,0,총신대입구(이수),4호선,0,0,213,18,0,0,381,경마공원,4호선
147,1,2023-12-31,0,봉천,2호선,11,0,272,31,0,13,475,서울대입구(관악구청),2호선
146,1,2023-12-31,0,낙성대(강감찬),2호선,20,0,517,22,0,43,749,서울대입구(관악구청),2호선
146,1,2023-12-31,0,신림,2호선,1,0,388,31,0,6,573,경마공원,4호선
146,7,2023-12-31,0,종로3가,1호선,1,0,160,26,0,2,342,종로5가,1호선
146,1,2023-12-31,0,종로5가,1호선,9,0,131,19,0,2,308,제기동,1호선
146,2,2023-12-31,0,청량리(서울시립대입구),1호선,3,1,69,19,0,4,244,제기동,1호선
145,1,2023-12-31,0,강변(동서울터미널),2호선,133,0,2150,16,0,154,2599,잠실(송파구청),2호선
145,1,2023-12-31,0,경마공원,4호선,0,0,383,21,0,3,553,신림,2호선
145,2,2023-12-31,0,공릉(서울과학기술대),7호선,54,0,747,27,0,94,1069,노원,7호선
145,1,2023-12-31,0,성신여대입구(돈암),4호선,45,0,357,19,0,58,625,미아사거리,4호선
145,1,2023-12-31,0,영등포시장,5호선,2,0,245,32,0,7,432,화곡,5호선
144,1,2023-12-31,0,까치산,5호선,6,0,238,22,0,3,414,영등포시장,5호선
144,0,2023-12-31,0,사당,4호선,1,0,272,19,0,4,440,경마공원,4호선
144,1,2023-12-31,0,청량리(서울시립대입구),1호선,0,0,115,29,0,12,301,청량리(서울시립대입구),1호선
143,1,2023-12-31,0,미아(서울사이버대학),4호선,13,0,187,27,0,4,375,창동,4호선
143,1,2023-12-31,0,잠실나루,2호선,63,0,486,7,0,20,720,잠실(송파구청),2호선
142,1,2023-12-31,0,불광,3호선,16,0,124,23,0,5,311,녹번,3호선
142,1,2023-12-31,0,청량리(서울시립대입구),1호선,2,0,81,29,0,0,255,신설동,1호선
142,4,2023-12-31,0,청량리(서울시립대입구),1호선,8,0,216,18,0,1,389,종로3가,1호선
141,0,2023-12-31,0,가양,9호선,2,2,207,38,0,3,393,등촌,9호선
141,2,2023-12-31,0,당고개,4호선,7,0,209,26,0,2,387,창동,4호선
141,1,2023-12-31,0,종로3가,1호선,23,0,773,34,0,35,1007,서울역,1호선
140,1,2023-12-31,0,구로디지털단지,2호선,14,1,714,31,0,34,935,신림,2호선
139,1,2023-12-31,0,도봉산,1호선,1,0,118,13,0,8,280,창동,4호선
139,1,2023-12-31,0,하남시청(덕풍·신장),5호선,93,0,782,22,0,138,1175,미사,5호선
138,0,2023-12-31,0,노원,4호선,32,0,748,22,0,31,971,미아사거리,4호선
138,1,2023-12-31,0,서울대입구(관악구청),2호선,7,1,240,29,0,11,427,봉천,2호선
138,1,2023-12-31,0,영등포,1호선,14,0,480,19,0,25,677,신도림,2호선
137,0,2023-12-31,0,당고개,4호선,6,0,172,31,0,12,358,상계,4호선
137,0,2023-12-31,0,도봉,1호선,1,0,113,9,0,6,266,창동,4호선
136,1,2023-12-31,0,모란,8호선,9,0,132,31,0,11,320,단대오거리,8호선
136,1,2023-12-31,0,신림,2호선,33,1,572,25,0,20,788,낙성대(강감찬),2호선
136,0,2023-12-31,0,연신내,3호선,37,0,223,13,0,29,438,홍제,3호선
136,1,2023-12-31,0,화곡,5호선,4,0,316,26,0,10,493,영등포시장,5호선
136,0,2023-12-31,0,회룡,1호선,9,0,130,20,0,7,302,창동,4호선
135,1,2023-12-31,0,미아사거리,4호선,28,0,799,31,0,38,1032,노원,4호선
135,2,2023-12-31,0,신도림,2호선,16,0,550,26,0,24,753,영등포,1호선
135,2,2023-12-31,0,쌍문,4호선,7,0,140,21,0,11,316,쌍문,4호선
135,1,2023-12-31,0,천호(풍납토성),8호선,19,0,122,14,0,7,298,강동구청,8호선
135,1,2023-12-31,0,하남검단산,5호선,12,0,73,8,0,10,239,하남시청(덕풍·신장),5호선
134,1,2023-12-31,0,수서,3호선,13,0,185,26,0,12,371,일원,3호선
134,1,2023-12-31,0,응암,6호선,4,0,153,20,0,9,321,불광,6호선
134,1,2023-12-31,0,창동,4호선,14,0,185,23,0,7,364,미아(서울사이버대학),4호선
134,2,2023-12-31,0,천호(풍납토성),5호선,16,0,323,34,0,20,529,굽은다리(강동구민회관앞),5호선
133,2,2023-12-31,0,경마공원,4호선,4,0,251,25,0,0,415,서울대입구(관악구청),2호선
133,1,2023-12-31,0,길음,4호선,76,0,409,16,0,112,747,성신여대입구(돈암),4호선
133,2,2023-12-31,0,사당,2호선,12,0,544,19,0,23,733,낙성대(강감찬),2호선
133,1,2023-12-31,0,화곡,5호선,58,1,934,26,0,116,1269,발산,5호선
132,3,2023-12-31,0,청량리(서울시립대입구),1호선,1,0,32,31,0,2,201,청량리(서울시립대입구),1호선
131,3,2023-12-31,0,동대문,1호선,11,0,298,30,0,7,480,종로3가,1호선
131,0,2023-12-31,0,상일동,5호선,33,0,60,6,0,29,259,고덕,5호선
131,0,2023-12-31,0,총신대입구(이수),4호선,9,0,121,8,0,11,280,사당,4호선
130,0,2023-12-31,0,광명사거리,7호선,4,0,176,19,0,7,336,온수(성공회대입구),7호선
130,2,2023-12-31,0,녹번,3호선,17,0,145,27,0,6,327,불광,3호선
130,0,2023-12-31,0,동묘앞,1호선,5,0,131,30,0,4,300,종로3가,1호선
130,1,2023-12-31,0,신설동,1호선,5,0,133,22,0,6,297,신설동,1호선
130,0,2023-12-31,0,쌍문,4호선,4,0,170,25,0,11,340,미아(서울사이버대학),4호선
130,1,2023-12-31,0,청량리(서울시립대입구),1호선,4,0,119,30,0,3,287,석계,1호선
130,0,2023-12-31,0,하남풍산,5호선,20,0,130,17,0,9,306,하남시청(덕풍·신장),5호선
129,1,2023-12-31,0,상계,4호선,19,0,496,22,0,31,698,수유(강북구청),4호선
129,1,2023-12-31,0,창동,4호선,10,0,116,13,0,4,273,회룡,1호선
129,1,2023-12-31,0,천호(풍납토성),5호선,7,0,144,15,0,9,305,강동,5호선
128,0,2023-12-31,0,하남시청(덕풍·신장),5호선,12,0,141,14,0,14,309,하남풍산,5호선
127,0,2023-12-31,0,온수(성공회대입구),7호선,3,0,206,15,0,9,360,광명사거리,7호선
127,2,2023-12-31,0,제기동,1호선,4,0,115,16,0,5,269,동대문,1호선
127,3,2023-12-31,0,제기동,1호선,1,1,103,15,0,4,254,청량리(서울시립대입구),1호선
126,2,2023-12-31,0,둔촌동,5호선,14,3,140,20,0,15,320,천호(풍납토성),5호선
126,0,2023-12-31,0,미아(서울사이버대학),4호선,2,0,139,20,0,10,297,쌍문,4호선
126,0,2023-12-31,0,천호(풍납토성),5호선,29,0,297,17,0,17,486,상일동,5호선
124,2,2023-12-31,0,광명사거리,7호선,12,3,338,25,0,10,514,남구로,7호선
124,2,2023-12-31,0,까치산,5호선,36,0,789,26,0,62,1039,발산,5호선
124,2,2023-12-31,0,동대문,1호선,10,0,161,24,0,3,324,청량리(서울시립대입구),1호선
124,1,2023-12-31,0,명일,5호선,2,0,65,9,0,5,206,상일동,5호선
124,0,2023-12-31,0,불광,6호선,8,0,121,19,0,8,280,응암,6호선
124,1,2023-12-31,0,수유(강북구청),4호선,21,0,239,13,0,25,423,길음,4호선
124,3,2023-12-31,0,종로5가,1호선,7,0,171,12,0,5,322,청량리(서울시립대입구),1호선
123,0,2023-12-31,0,봉천,2호선,9,0,170,26,0,9,337,낙성대(강감찬),2호선
123,1,2023-12-31,0,신림,2호선,15,2,786,39,0,29,995,구로디지털단지,2호선
123,1,2023-12-31,0,하남시청(덕풍·신장),5호선,8,0,75,10,0,12,229,하남검단산,5호선
122,4,2023-12-31,0,노원,4호선,22,1,383,25,0,28,585,미아(서울사이버대학),4호선
122,0,2023-12-31,0,사당,4호선,11,0,152,14,0,3,302,총신대입구(이수),4호선
122,2,2023-12-31,0,서울대입구(관악구청),2호선,1,0,267,25,0,0,417,경마공원,4호선
122,1,2023-12-31,0,하계,7호선,4,0,241,25,0,12,405,수락산,7호선
122,0,2023-12-31,0,홍제,3호선,12,1,57,5,0,9,206,독립문,3호선
121,0,2023-12-31,0,고덕,5호선,30,0,70,7,0,36,264,상일동,5호선
121,0,2023-12-31,0,미사,5호선,74,0,637,31,0,89,952,하남시청(덕풍·신장),5호선
121,0,2023-12-31,0,신도림,2호선,18,10,422,29,0,8,608,대림(구로구청),2호선
121,0,2023-12-31,0,종로3가,1호선,7,0,276,25,0,11,440,동대문,1호선
120,2,2023-12-31,0,길음,4호선,18,0,308,17,0,33,498,수유(강북구청),4호선
120,1,2023-12-31,0,남구로,7호선,14,3,341,24,0,2,505,광명사거리,7호선
120,0,2023-12-31,0,압구정,3호선,24,1,530,6,0,23,704,고속터미널,3호선
120,1,2023-12-31,0,창동,4호선,1,0,94,11,0,6,233,도봉,1호선
119,0,2023-12-31,0,신촌,2호선,16,0,299,13,0,21,468,아현,2호선
119,1,2023-12-31,0,일원,3호선,12,0,184,27,0,7,350,수서,3호선
119,2,2023-12-31,0,종합운동장,2호선,53,0,849,6,0,46,1075,잠실(송파구청),2호선
118,2,2023-12-31,0,발산,5호선,24,0,614,25,0,35,818,까치산,5호선
117,1,2023-12-31,0,마들,7호선,8,0,79,9,0,7,221,수락산,7호선
117,4,2023-12-31,0,미아(서울사이버대학),4호선,23,1,496,25,0,30,696,노원,4호선
117,0,2023-12-31,0,우장산,5호선,27,0,223,19,0,26,412,까치산,5호선
117,0,2023-12-31,0,화곡,5호선,21,0,138,14,0,20,310,우장산,5호선
116,0,2023-12-31,0,낙성대(강감찬),2호선,5,1,185,21,0,7,335,봉천,2호선
116,0,2023-12-31,0,단대오거리,8호선,27,0,162,19,0,44,368,모란,8호선
116,0,2023-12-31,0,동대문,1호선,6,1,313,22,0,9,467,동대문,1호선
116,4,2023-12-31,0,방배,2호선,14,0,259,8,0,28,429,사당,2호선
116,1,2023-12-31,0,우장산,5호선,17,0,111,17,0,16,278,화곡,5호선
116,0,2023-12-31,0,천호(풍납토성),5호선,4,0,103,12,0,5,240,하남시청(덕풍·신장),5호선
115,0,2023-12-31,0,독립문,3호선,11,0,98,9,0,14,247,홍제,3호선
115,0,2023-12-31,0,발산,5호선,43,0,673,20,0,49,900,화곡,5호선
115,0,2023-12-31,0,석계,1호선,3,0,114,13,0,6,251,청량리(서울시립대입구),1호선
115,0,2023-12-31,0,수락산,7호선,11,0,239,26,0,8,399,하계,7호선
115,1,2023-12-31,0,월드컵경기장(성산),6호선,17,0,121,17,0,7,278,증산(명지대앞),6호선
115,0,2023-12-31,0,홍제,3호선,5,1,66,8,0,5,200,녹번,3호선
114,0,2023-12-31,0,오목교(목동운동장앞),5호선,31,0,495,23,0,26,689,까치산,5호선
113,1,2023-12-31,0,대림(구로구청),2호선,15,12,395,23,0,13,572,신도림,2호선
113,0,2023-12-31,0,연신내,3호선,15,0,335,22,0,11,496,화정,3호선
113,3,2023-12-31,0,종로5가,1호선,11,0,311,14,0,7,459,종로3가,1호선
112,0,2023-12-31,0,고속터미널,3호선,19,0,777,7,0,20,935,양재(서초구청),3호선
112,0,2023-12-31,0,남한산성입구(성남법원.검찰청),8호선,18,0,79,13,0,25,247,신흥,8호선
112,1,2023-12-31,0,월계,1호선,7,0,126,33,0,4,283,창동,4호선
112,3,2023-12-31,0,잠실(송파구청),8호선,58,1,818,27,0,27,1046,암사,8호선
112,2,2023-12-31,0,잠실(송파구청),2호선,39,0,922,7,0,52,1134,종합운동장,2호선
112,4,2023-12-31,0,종로3가,1호선,1,0,252,10,0,9,388,신설동,1호선
112,1,2023-12-31,0,증산(명지대앞),6호선,5,0,114,14,0,3,249,응암,6호선
111,0,2023-12-31,0,낙성대(강감찬),2호선,28,1,568,22,0,23,753,신림,2호선
111,0,2023-12-31,0,사당,2호선,15,0,852,19,0,20,1017,서울대입구(관악구청),2호선
111,0,2023-12-31,0,성신여대입구(돈암),4호선,65,0,303,16,0,71,566,길음,4호선
111,0,2023-12-31,0,천호(풍납토성),8호선,57,0,1102,19,0,58,1347,잠실(송파구청),8호선
110,0,2023-12-31,0,고속터미널,3호선,32,1,467,5,0,17,632,압구정,3호선
110,1,2023-12-31,0,상일동,5호선,5,0,88,9,0,15,228,명일,5호선
110,1,2023-12-31,0,청량리(서울시립대입구),1호선,4,0,47,6,0,0,168,회룡,1호선
109,0,2023-12-31,0,신대방,2호선,29,2,530,27,0,54,751,신림,2호선
109,1,2023-12-31,0,신도림,2호선,17,3,274,29,0,12,445,신도림,2호선
109,0,2023-12-31,0,응암,6호선,4,0,111,12,0,2,238,증산(명지대앞),6호선
109,1,2023-12-31,0,총신대입구(이수),4호선,4,0,117,22,0,7,260,총신대입구(이수),4호선
108,2,2023-12-31,0,김포공항,5호선,48,0,359,5,0,21,543,우장산,5호선
108,3,2023-12-31,0,명일,5호선,17,0,152,19,0,10,309,천호(풍납토성),5호선
107,1,2023-12-31,0,구로디지털단지,2호선,5,0,465,18,0,12,608,영등포,1호선
107,1,2023-12-31,0,구파발,3호선,24,0,317,16,0,17,482,삼송,3호선
107,0,2023-12-31,0,까치산,5호선,26,0,239,24,0,26,422,우장산,5호선
107,4,2023-12-31,0,사당,2호선,4,0,205,8,0,13,341,방배,2호선
107,2,2023-12-31,0,서울역,1호선,11,0,483,30,0,17,650,종로3가,1호선
107,0,2023-12-31,0,신흥,8호선,4,0,74,23,0,19,227,남한산성입구(성남법원.검찰청),8호선
107,1,2023-12-31,0,압구정,3호선,29,0,355,8,0,20,520,옥수,3호선
107,1,2023-12-31,0,월드컵경기장(성산),6호선,10,0,185,16,0,12,331,응암,6호선
106,0,2023-12-31,0,삼송,3호선,23,0,291,17,0,15,452,구파발,3호선
106,1,2023-12-31,0,수유(강북구청),4호선,17,0,415,33,0,19,591,상계,4호선
106,0,2023-12-31,0,신도림,2호선,15,3,662,24,0,21,831,구로디지털단지,2호선
105,2,2023-12-31,0,경복궁(정부서울청사),3호선,38,0,488,15,0,33,681,홍제,3호선
105,2,2023-12-31,0,수진,8호선,15,0,135,23,0,15,295,모란,8호선
105,1,2023-12-31,0,이수,7호선,1,0,72,4,0,3,186,남성,7호선
104,0,2023-12-31,0,광명사거리,7호선,1,3,195,15,0,4,322,신풍,7호선
104,0,2023-12-31,0,까치산,5호선,32,0,487,19,0,26,668,오목교(목동운동장앞),5호선
104,2,2023-12-31,0,동묘앞,1호선,5,1,121,17,0,8,258,종로5가,1호선
104,1,2023-12-31,0,모란,8호선,19,0,141,20,0,32,317,신흥,8호선
104,0,2023-12-31,0,방화,5호선,39,0,317,27,0,27,514,김포공항,5호선
104,4,2023-12-31,0,수락산,7호선,6,0,67,9,0,13,203,마들,7호선
104,0,2023-12-31,0,신풍,7호선,5,1,186,15,0,4,315,광명사거리,7호선
103,0,2023-12-31,0,구로디지털단지,2호선,15,1,577,29,0,16,741,신도림,2호선
103,0,2023-12-31,0,모란,8호선,12,0,160,22,0,17,314,남한산성입구(성남법원.검찰청),8호선
103,0,2023-12-31,0,서울역,1호선,7,1,337,18,0,5,471,청량리(서울시립대입구),1호선
103,0,2023-12-31,0,신도림,2호선,13,0,214,18,0,5,353,개봉,1호선
103,0,2023-12-31,0,신흥,8호선,11,0,59,17,0,3,193,단대오거리,8호선
103,0,2023-12-31,0,회룡,1호선,3,0,43,5,0,1,155,청량리(서울시립대입구),1호선
102,1,2023-12-31,0,낙성대(강감찬),2호선,4,0,404,12,0,13,536,사당,2호선
102,0,2023-12-31,0,미아(서울사이버대학),4호선,11,0,68,6,0,8,195,길음,4호선
102,0,2023-12-31,0,불광,6호선,5,0,48,5,0,7,167,구산,6호선
102,2,2023-12-31,0,천호(풍납토성),5호선,17,0,303,9,0,9,442,미사,5호선
102,2,2023-12-31,0,태릉입구,7호선,26,1,510,18,0,39,698,노원,7호선
101,0,2023-12-31,0,성신여대입구(돈암),4호선,10,0,226,15,0,23,375,성신여대입구(돈암),4호선
101,0,2023-12-31,0,제기동,1호선,1,0,51,14,0,2,169,제기동,1호선
100,0,2023-12-31,0,김포공항,5호선,23,0,328,32,0,22,505,방화,5호선
100,1,2023-12-31,0,대림(구로구청),2호선,8,7,530,29,0,9,684,구로디지털단지,2호선
100,1,2023-12-31,0,상일동,5호선,26,0,251,10,0,15,403,천호(풍납토성),5호선
100,1,2023-12-31,0,옥수,3호선,25,0,311,9,0,15,461,압구정,3호선
100,0,2023-12-31,0,응암,6호선,3,0,45,13,0,1,162,새절(신사),6호선
100,1,2023-12-31,0,잠실(송파구청),2호선,126,0,2318,25,0,95,2665,삼성(무역센터),2호선
100,1,2023-12-31,0,제기동,1호선,3,1,123,12,0,6,246,종로3가,1호선
100,1,2023-12-31,0,청량리(서울시립대입구),1호선,4,0,125,16,0,4,250,외대앞,1호선
99,0,2023-12-31,0,구로디지털단지,2호선,2,1,174,14,0,2,292,봉천,2호선
99,0,2023-12-31,0,길음,4호선,4,0,167,9,0,4,283,창동,4호선
99,0,2023-12-31,0,녹번,3호선,38,0,270,24,0,35,466,연신내,3호선
99,0,2023-12-31,0,대림(구로구청),2호선,5,29,440,14,0,5,592,신대방,2호선
99,3,2023-12-31,0,사당,2호선,16,0,873,21,0,29,1041,신림,2호선
99,2,2023-12-31,0,신도림,2호선,3,0,354,19,0,10,487,까치산,5호선
98,0,2023-12-31,0,구산,6호선,7,0,35,13,0,9,162,응암,6호선
98,0,2023-12-31,0,길음,4호선,7,0,65,8,0,14,192,미아(서울사이버대학),4호선
98,0,2023-12-31,0,상도,7호선,7,0,149,13,0,21,288,신대방삼거리,7호선
98,2,2023-12-31,0,잠실(송파구청),8호선,66,0,603,7,0,27,803,송파,8호선
97,0,2023-12-31,0,고속터미널,3호선,26,0,339,3,0,14,479,내방,7호선
