경로_승객수,국가유공자_승객수,기준일자,대학생_승객수,승차_역,승차_호선,어린이_승객수,외국인경로_승객수,일반_승객수,장애인_승객수,직원_승객수,청소년_승객수,총_승객수,하차_역,하차_호선
16,0,2023-12-31,0,오류동,1호선,1,0,29,1,0,0,47,종로3가,1호선
16,0,2023-12-31,0,오목교(목동운동장앞),5호선,11,0,73,3,0,11,114,여의나루,5호선
16,0,2023-12-31,0,오목교(목동운동장앞),5호선,1,0,50,2,0,7,76,영등포구청,5호선
16,0,2023-12-31,0,올림픽공원(한국체대),9호선,0,0,38,2,0,0,56,개롱,5호선
16,0,2023-12-31,0,올림픽공원(한국체대),9호선,2,0,187,1,0,9,215,석촌,9호선
16,0,2023-12-31,0,왕십리(성동구청),1호선,3,0,6,0,0,0,25,마장,5호선
16,0,2023-12-31,0,왕십리(성동구청),2호선,0,0,69,1,0,1,87,잠실새내,2호선
16,0,2023-12-31,0,외대앞,1호선,1,0,53,6,0,0,76,창동,4호선
16,0,2023-12-31,0,용마산(용마폭포공원),7호선,2,0,33,5,0,2,58,상봉(시외버스터미널),7호선
16,1,2023-12-31,0,우장산,5호선,5,0,129,2,0,14,167,여의도,5호선
16,0,2023-12-31,0,원당,3호선,0,0,33,4,0,2,55,녹번,3호선
16,0,2023-12-31,0,원흥,3호선,7,0,75,2,0,2,102,지축,3호선
16,0,2023-12-31,0,월계,1호선,2,0,18,10,0,0,46,동대문,1호선
16,0,2023-12-31,0,월계,1호선,2,0,33,4,0,3,58,쌍문,4호선
16,0,2023-12-31,0,월곡(동덕여대),6호선,0,0,34,3,0,1,54,중계,7호선
16,0,2023-12-31,0,월드컵경기장(성산),6호선,2,0,41,1,0,3,63,마포구청,6호선
16,0,2023-12-31,0,을지로3가,2호선,0,0,177,3,0,6,202,왕십리(성동구청),2호선
16,0,2023-12-31,0,을지로3가,3호선,2,0,57,4,0,0,79,원당,3호선
16,0,2023-12-31,0,을지로3가,2호선,2,0,62,2,0,2,84,충정로(경기대입구),2호선
16,0,2023-12-31,0,을지로4가,2호선,8,0,186,2,0,3,215,을지로4가,2호선
16,0,2023-12-31,0,을지로입구,2호선,11,0,249,4,0,16,296,강변(동서울터미널),2호선
16,0,2023-12-31,0,을지로입구,2호선,3,0,83,3,0,3,108,불광,3호선
16,0,2023-12-31,0,을지로입구,2호선,21,0,489,5,0,30,561,왕십리(성동구청),2호선
16,0,2023-12-31,0,을지로입구,2호선,8,0,210,3,0,2,239,잠실새내,2호선
16,0,2023-12-31,0,응암,6호선,0,0,5,1,0,1,23,녹번,3호선
16,0,2023-12-31,0,응암,6호선,0,0,8,2,0,0,26,영등포시장,5호선
16,0,2023-12-31,0,의정부,1호선,0,0,62,2,0,2,82,도봉산,7호선
16,1,2023-12-31,0,이촌(국립중앙박물관),4호선,2,0,51,2,0,2,74,사당,2호선
16,0,2023-12-31,0,인덕원,4호선,1,0,21,1,0,2,41,종로3가,1호선
16,0,2023-12-31,0,일원,3호선,3,0,16,4,0,0,39,송파,8호선
16,0,2023-12-31,0,잠실(송파구청),8호선,9,0,81,3,0,6,115,일원,3호선
16,0,2023-12-31,0,잠실(송파구청),2호선,12,0,141,2,0,12,183,장지,8호선
16,0,2023-12-31,0,잠실나루,2호선,3,0,136,0,0,12,167,강남,2호선
16,1,2023-12-31,0,잠실새내,2호선,1,0,129,0,0,5,152,신림,2호선
16,1,2023-12-31,0,장승배기,7호선,1,1,78,6,0,0,103,대림(구로구청),7호선
16,1,2023-12-31,0,장승배기,7호선,1,1,21,4,0,0,44,장승배기,7호선
16,0,2023-12-31,0,장지,8호선,1,0,46,3,0,7,73,모란,8호선
16,0,2023-12-31,0,장한평,5호선,1,0,31,3,0,1,52,명일,5호선
16,0,2023-12-31,0,정발산,3호선,3,0,63,2,0,2,86,구파발,3호선
16,0,2023-12-31,0,제기동,1호선,0,0,5,3,0,0,24,금천구청,1호선
16,0,2023-12-31,0,제기동,1호선,1,0,7,1,0,0,25,독립문,3호선
16,0,2023-12-31,0,제기동,1호선,0,0,17,7,0,0,40,신길,1호선
16,1,2023-12-31,0,제기동,1호선,1,0,31,2,0,2,53,신도림,2호선
16,0,2023-12-31,0,제기동,1호선,0,0,6,3,0,0,25,약수,3호선
16,0,2023-12-31,0,제기동,1호선,0,0,11,1,0,0,28,지행,1호선
16,1,2023-12-31,0,종각,1호선,5,0,127,2,0,6,157,부천,1호선
16,0,2023-12-31,0,종각,1호선,11,0,98,1,0,13,139,역곡,1호선
16,1,2023-12-31,0,종로3가,1호선,4,0,84,2,0,2,109,동묘앞,6호선
16,0,2023-12-31,0,종로3가,1호선,0,0,21,0,0,0,37,동인천,1호선
16,0,2023-12-31,0,종로3가,1호선,1,0,41,1,0,1,60,무악재,3호선
16,0,2023-12-31,0,종로3가,5호선,0,0,35,4,0,1,56,불광,3호선
16,0,2023-12-31,0,종로3가,1호선,0,0,45,2,0,3,66,사당,4호선
16,0,2023-12-31,0,종로3가,1호선,0,0,12,1,0,1,30,아현,2호선
16,0,2023-12-31,0,종로3가,5호선,6,0,110,5,0,5,142,장한평,5호선
16,0,2023-12-31,0,종로3가,5호선,1,0,68,2,0,3,90,행당,5호선
16,0,2023-12-31,0,종로5가,1호선,4,0,32,7,0,0,59,불광,3호선
16,0,2023-12-31,0,종로5가,1호선,1,0,35,3,0,2,57,송내,1호선
16,0,2023-12-31,0,종로5가,1호선,1,0,34,0,0,1,52,수원,1호선
16,1,2023-12-31,0,종로5가,1호선,1,0,63,2,0,2,85,신도림,2호선
16,0,2023-12-31,0,종로5가,1호선,0,0,49,2,0,1,68,안양,1호선
16,0,2023-12-31,0,종로5가,1호선,3,0,19,3,0,0,41,월계,1호선
16,0,2023-12-31,0,종합운동장,2호선,5,0,70,1,0,0,92,구의(광진구청),2호선
16,0,2023-12-31,0,주엽,3호선,1,0,26,5,0,3,51,지축,3호선
16,0,2023-12-31,0,중계,7호선,7,0,39,2,0,2,66,봉화산(서울의료원),6호선
16,0,2023-12-31,0,중곡,7호선,1,0,30,4,0,1,52,먹골,7호선
16,0,2023-12-31,0,중곡,7호선,1,0,31,2,0,0,50,천호(풍납토성),5호선
16,0,2023-12-31,0,중앙보훈병원,9호선,1,0,47,0,0,3,67,삼전,9호선
16,0,2023-12-31,0,증미,9호선,1,0,31,2,0,2,52,양천향교,9호선
16,0,2023-12-31,0,지축,3호선,0,0,28,2,0,4,50,주엽,3호선
16,0,2023-12-31,0,천호(풍납토성),5호선,3,0,77,1,0,1,98,상봉(시외버스터미널),7호선
16,0,2023-12-31,0,천호(풍납토성),5호선,0,0,35,3,0,0,54,수락산,7호선
16,0,2023-12-31,0,천호(풍납토성),5호선,1,0,85,4,0,2,108,왕십리(성동구청),5호선
16,3,2023-12-31,0,청담,7호선,1,0,106,2,0,2,130,상봉(시외버스터미널),7호선
16,0,2023-12-31,0,청량리(서울시립대입구),1호선,0,0,8,1,0,0,25,동두천중앙,1호선
16,0,2023-12-31,0,청량리(서울시립대입구),1호선,0,0,12,4,0,0,32,미아(서울사이버대학),4호선
16,0,2023-12-31,0,청량리(서울시립대입구),1호선,0,0,8,4,0,0,28,소요산,1호선
16,1,2023-12-31,0,청량리(서울시립대입구),1호선,0,0,19,3,0,0,39,지행,1호선
16,1,2023-12-31,0,청량리(서울시립대입구),1호선,0,0,8,1,0,0,26,창신,6호선
16,1,2023-12-31,0,청량리(서울시립대입구),1호선,1,0,10,1,0,1,30,천안,1호선
16,0,2023-12-31,0,총신대입구(이수),4호선,0,1,57,3,0,0,77,구로디지털단지,2호선
16,0,2023-12-31,0,총신대입구(이수),4호선,0,0,6,1,0,0,23,동묘앞,1호선
16,0,2023-12-31,0,총신대입구(이수),4호선,1,0,29,3,0,1,50,수유(강북구청),4호선
16,0,2023-12-31,0,총신대입구(이수),4호선,1,0,46,5,0,2,70,신대방삼거리,7호선
16,0,2023-12-31,0,총신대입구(이수),4호선,4,0,108,1,0,1,130,잠실(송파구청),2호선
16,0,2023-12-31,0,충무로,4호선,14,0,395,0,0,5,430,경복궁(정부서울청사),3호선
16,0,2023-12-31,0,태릉입구,6호선,3,0,37,1,0,1,58,동묘앞,6호선
16,0,2023-12-31,0,하계,7호선,4,0,52,4,0,5,81,돌곶이,6호선
16,0,2023-12-31,0,하계,7호선,2,0,20,0,0,1,39,월곡(동덕여대),6호선
16,0,2023-12-31,0,하남검단산,5호선,10,0,47,1,0,3,77,강일,5호선
16,0,2023-12-31,0,하남시청(덕풍·신장),5호선,2,0,21,2,0,1,42,아차산(어린이대공원후문),5호선
16,0,2023-12-31,0,하남시청(덕풍·신장),5호선,0,0,25,3,0,3,47,천호(풍납토성),8호선
16,1,2023-12-31,0,학동,7호선,4,0,52,0,0,3,76,학동,7호선
16,0,2023-12-31,0,학여울,3호선,0,0,12,1,0,0,29,신림,2호선
16,0,2023-12-31,0,한성대입구(삼선교),4호선,0,0,13,1,0,0,30,제기동,1호선
16,0,2023-12-31,0,합정,2호선,3,0,60,3,0,2,84,가양,9호선
16,0,2023-12-31,0,합정,6호선,7,0,105,4,0,10,142,월드컵경기장(성산),6호선
16,1,2023-12-31,0,행당,5호선,0,0,35,3,0,1,56,장한평,5호선
16,0,2023-12-31,0,혜화,4호선,26,0,616,3,0,30,691,동대문역사문화공원(DDP),4호선
16,0,2023-12-31,0,홍대입구,2호선,16,2,382,6,0,19,441,대림(구로구청),2호선
16,0,2023-12-31,0,홍대입구,2호선,73,0,756,6,0,96,947,홍대입구,2호선
16,0,2023-12-31,0,홍제,3호선,0,0,66,1,0,6,89,충무로,4호선
16,0,2023-12-31,0,화랑대(서울여대입구),6호선,0,0,15,3,0,0,34,동묘앞,1호선
16,0,2023-12-31,0,화랑대(서울여대입구),6호선,1,0,22,1,0,1,41,종로5가,1호선
16,1,2023-12-31,0,회룡,1호선,1,0,28,0,0,1,47,중계,7호선
16,0,2023-12-31,0,흑석(중앙대입구),9호선,1,0,54,3,0,3,77,영등포,1호선
15,1,2023-12-31,0,가양,9호선,0,0,15,2,0,0,33,노들,9호선
15,0,2023-12-31,0,가양,9호선,0,0,65,4,0,0,84,서울역,1호선
15,0,2023-12-31,0,강동,5호선,1,0,26,1,0,2,45,강일,5호선
15,1,2023-12-31,0,강동,5호선,10,0,167,2,0,7,202,광화문(세종문화회관),5호선
15,1,2023-12-31,0,강동,5호선,2,0,124,5,0,6,153,수서,3호선
15,0,2023-12-31,0,개롱,5호선,4,0,12,4,0,1,36,개롱,5호선
15,1,2023-12-31,0,개롱,5호선,2,0,40,4,0,1,63,광나루(장신대),5호선
15,0,2023-12-31,0,개롱,5호선,0,0,2,3,0,0,20,오금,5호선
15,0,2023-12-31,0,개롱,5호선,4,0,36,1,0,1,57,천호(풍납토성),8호선
15,0,2023-12-31,0,개봉,1호선,0,0,33,1,0,3,52,문래,2호선
15,0,2023-12-31,0,거여,5호선,12,0,98,1,0,14,140,광화문(세종문화회관),5호선
15,0,2023-12-31,0,건대입구,7호선,4,0,142,3,0,6,170,중화,7호선
15,1,2023-12-31,0,경마공원,4호선,0,0,19,3,0,0,38,마포구청,6호선
15,0,2023-12-31,0,경마공원,4호선,0,0,14,3,0,0,32,망원,6호선
15,0,2023-12-31,0,경마공원,4호선,0,0,12,4,0,1,32,흑석(중앙대입구),9호선
15,0,2023-12-31,0,경복궁(정부서울청사),3호선,3,0,49,0,0,1,68,동묘앞,1호선
15,0,2023-12-31,0,경복궁(정부서울청사),3호선,2,0,82,1,0,1,101,원당,3호선
15,0,2023-12-31,0,경복궁(정부서울청사),3호선,8,0,93,3,0,10,129,주엽,3호선
15,0,2023-12-31,0,경찰병원,3호선,0,0,8,4,0,1,28,마천,5호선
15,0,2023-12-31,0,경찰병원,3호선,1,0,8,1,0,9,34,방이,5호선
15,0,2023-12-31,0,경찰병원,3호선,0,0,15,2,0,1,33,오금,3호선
15,0,2023-12-31,0,고덕,5호선,2,0,31,4,0,0,52,고덕,5호선
15,0,2023-12-31,0,고덕,5호선,9,0,55,1,0,7,87,아차산(어린이대공원후문),5호선
15,0,2023-12-31,0,고려대(종암),6호선,0,0,39,5,0,2,61,고려대(종암),6호선
15,0,2023-12-31,0,고속터미널,3호선,13,0,312,3,0,22,365,경복궁(정부서울청사),3호선
15,0,2023-12-31,0,고속터미널,3호선,1,0,122,1,0,6,145,노원,7호선
15,0,2023-12-31,0,고속터미널,7호선,1,1,42,3,0,0,62,뚝섬유원지,7호선
15,0,2023-12-31,0,고속터미널,3호선,3,1,100,0,0,1,120,신풍,7호선
15,1,2023-12-31,0,고속터미널,9호선,2,0,259,2,0,17,296,여의도,9호선
15,0,2023-12-31,0,고속터미널,3호선,2,0,104,3,0,1,125,학동,7호선
15,0,2023-12-31,0,공덕,6호선,0,0,20,3,0,0,38,동묘앞,6호선
15,0,2023-12-31,0,공덕,5호선,2,0,20,4,0,2,43,충정로(경기대입구),2호선
15,0,2023-12-31,0,공항시장,9호선,0,0,18,2,0,0,35,염창,9호선
15,0,2023-12-31,0,과천,4호선,1,0,21,1,0,0,38,서초,2호선
15,0,2023-12-31,0,광나루(장신대),5호선,1,0,31,0,0,4,51,거여,5호선
15,1,2023-12-31,0,광나루(장신대),5호선,26,0,238,2,0,15,297,광화문(세종문화회관),5호선
15,0,2023-12-31,0,광나루(장신대),5호선,3,0,32,1,0,0,51,중곡,7호선
15,0,2023-12-31,0,광명사거리,7호선,0,0,31,2,0,0,48,내방,7호선
15,0,2023-12-31,0,광명사거리,7호선,1,0,33,1,0,1,51,송내,1호선
15,1,2023-12-31,0,광명사거리,7호선,0,0,23,1,0,1,41,종로3가,1호선
15,0,2023-12-31,0,광명사거리,7호선,1,0,29,3,0,2,50,학동,7호선
15,0,2023-12-31,0,광화문(세종문화회관),5호선,15,0,181,1,0,5,217,신정(은행정),5호선
15,0,2023-12-31,0,광화문(세종문화회관),5호선,21,0,210,9,0,9,264,장한평,5호선
15,0,2023-12-31,0,광화문(세종문화회관),5호선,8,0,102,4,0,5,134,홍제,3호선
15,0,2023-12-31,0,교대(법원.검찰청),2호선,2,0,47,0,0,6,70,남부터미널(예술의전당),3호선
15,0,2023-12-31,0,구로디지털단지,2호선,2,0,87,2,0,2,108,부평,1호선
15,0,2023-12-31,0,구의(광진구청),2호선,0,0,19,2,0,0,36,경마공원,4호선
15,0,2023-12-31,0,구의(광진구청),2호선,18,0,270,1,0,12,316,을지로입구,2호선
15,0,2023-12-31,0,군자(능동),5호선,3,0,52,4,0,4,78,굽은다리(강동구민회관앞),5호선
15,0,2023-12-31,0,군자(능동),5호선,3,0,51,4,0,1,74,명일,5호선
15,0,2023-12-31,0,굽은다리(강동구민회관앞),5호선,0,0,14,1,0,1,31,마천,5호선
15,0,2023-12-31,0,금호,3호선,4,0,79,0,0,1,99,안국,3호선
15,0,2023-12-31,0,길동,5호선,1,0,25,0,0,1,42,답십리,5호선
15,2,2023-12-31,0,길음,4호선,0,0,22,3,0,0,42,경마공원,4호선
15,1,2023-12-31,0,길음,4호선,0,0,55,3,0,3,77,당고개,4호선
15,0,2023-12-31,0,길음,4호선,2,0,32,1,0,0,50,을지로3가,2호선
15,0,2023-12-31,0,까치산,5호선,1,0,186,5,0,3,210,용산,1호선
15,0,2023-12-31,0,노들,9호선,0,0,44,0,0,1,60,고속터미널,3호선
15,0,2023-12-31,0,노량진,9호선,3,0,47,3,0,5,73,신반포,9호선
15,0,2023-12-31,0,노량진,1호선,0,0,11,1,0,0,27,흑석(중앙대입구),9호선
15,0,2023-12-31,0,노원,7호선,15,0,224,3,0,28,285,건대입구,2호선
15,2,2023-12-31,0,노원,4호선,27,0,206,3,0,14,267,동대문역사문화공원(DDP),4호선
15,1,2023-12-31,0,노원,7호선,0,0,45,2,0,1,64,천호(풍납토성),5호선
15,0,2023-12-31,0,녹번,3호선,0,0,15,0,0,0,30,동대문,1호선
15,0,2023-12-31,0,녹번,3호선,5,0,203,1,0,4,228,압구정,3호선
15,1,2023-12-31,0,단대오거리,8호선,1,0,104,2,0,6,129,석촌,8호선
15,0,2023-12-31,0,답십리,5호선,0,0,31,3,0,3,52,거여,5호선
15,0,2023-12-31,0,답십리,5호선,0,0,23,8,0,1,47,사가정,7호선
15,0,2023-12-31,0,답십리,5호선,0,0,17,1,0,1,34,상왕십리,2호선
15,0,2023-12-31,0,당산,2호선,5,0,115,8,0,2,145,신대방,2호선
15,0,2023-12-31,0,당산,9호선,0,0,20,1,0,5,41,영등포구청,2호선
15,0,2023-12-31,0,대림(구로구청),7호선,5,0,341,6,0,3,370,부천,1호선
15,0,2023-12-31,0,대림(구로구청),2호선,1,2,43,3,0,2,66,신풍,7호선
15,0,2023-12-31,0,대림(구로구청),2호선,0,2,9,4,0,3,33,양천구청,2호선
15,1,2023-12-31,0,대방,1호선,3,0,59,6,0,1,85,종로3가,1호선
15,0,2023-12-31,0,대치,3호선,13,0,78,1,0,17,124,남부터미널(예술의전당),3호선
15,0,2023-12-31,0,대화,3호선,1,0,29,0,0,2,47,충무로,4호선
15,0,2023-12-31,0,대흥(서강대앞),6호선,2,0,40,1,0,0,58,새절(신사),6호선
15,0,2023-12-31,0,대흥(서강대앞),6호선,1,0,47,1,0,1,65,응암,6호선
15,1,2023-12-31,0,덕계,1호선,0,0,24,2,0,0,42,청량리(서울시립대입구),1호선
15,0,2023-12-31,0,덕정,1호선,0,0,23,5,0,5,48,청량리(서울시립대입구),1호선
15,0,2023-12-31,0,도림천,2호선,2,0,16,2,0,0,35,까치산,5호선
15,0,2023-12-31,0,도봉산,7호선,1,0,24,4,0,0,44,도봉산,7호선
15,0,2023-12-31,0,도봉산,1호선,0,0,7,1,0,0,23,미아(서울사이버대학),4호선
15,0,2023-12-31,0,도봉산,7호선,0,0,57,2,0,8,82,의정부,1호선
15,0,2023-12-31,0,도봉산,7호선,0,0,43,2,0,0,60,중화,7호선
15,0,2023-12-31,0,독립문,3호선,2,0,18,4,0,0,39,동묘앞,1호선
15,0,2023-12-31,0,독립문,3호선,4,0,60,5,0,4,88,삼송,3호선
15,0,2023-12-31,0,돌곶이,6호선,0,0,39,2,0,7,63,고려대(종암),6호선
15,0,2023-12-31,0,동대문,1호선,0,0,42,3,0,2,62,광운대,1호선
15,0,2023-12-31,0,동대문,4호선,1,0,23,1,0,3,43,당고개,4호선
15,0,2023-12-31,0,동대문,4호선,43,0,874,2,0,21,955,명동,4호선
15,0,2023-12-31,0,동대문,1호선,1,0,34,1,0,0,51,부평,1호선
15,0,2023-12-31,0,동대문,1호선,2,0,34,1,0,0,52,상계,4호선
15,1,2023-12-31,0,동대문,4호선,0,0,24,0,0,2,42,인덕원,4호선
15,0,2023-12-31,0,동대문역사문화공원(DDP),2호선,14,0,339,5,0,26,399,왕십리(성동구청),2호선
15,0,2023-12-31,0,동대문역사문화공원(DDP),4호선,7,0,115,5,0,3,145,총신대입구(이수),4호선
15,0,2023-12-31,0,동묘앞,1호선,0,0,27,1,0,0,43,노량진,9호선
15,0,2023-12-31,0,동묘앞,1호선,0,0,36,5,0,0,56,대림(구로구청),2호선
15,0,2023-12-31,0,동묘앞,1호선,0,0,12,1,0,0,28,새절(신사),6호선
15,1,2023-12-31,0,동묘앞,1호선,0,0,21,6,0,0,43,신길,1호선
15,0,2023-12-31,0,동묘앞,6호선,2,0,42,2,0,2,63,신당,6호선
15,0,2023-12-31,0,동묘앞,1호선,0,1,21,0,0,0,37,신도림,2호선
15,0,2023-12-31,0,동묘앞,1호선,0,0,6,1,0,0,22,이대,2호선
15,0,2023-12-31,0,동묘앞,1호선,2,0,114,1,0,1,133,이태원,6호선
15,0,2023-12-31,0,동묘앞,6호선,0,0,91,3,0,1,110,종로3가,1호선
15,1,2023-12-31,0,동암,1호선,0,0,7,0,0,0,23,제기동,1호선
15,0,2023-12-31,0,둔촌동,5호선,2,0,24,2,0,5,48,종로3가,5호선
15,0,2023-12-31,0,마곡,5호선,3,0,50,1,0,4,73,영등포시장,5호선
15,0,2023-12-31,0,마곡나루(서울식물원),9호선,4,0,50,3,0,2,74,신방화,9호선
15,0,2023-12-31,0,마두,3호선,2,0,47,3,0,1,68,구파발,3호선
15,0,2023-12-31,0,마장,5호선,0,0,2,2,0,0,19,신당,2호선
15,0,2023-12-31,0,마천,5호선,0,0,37,2,0,2,56,양재(서초구청),3호선
15,0,2023-12-31,0,마포,5호선,2,0,74,6,0,4,101,서대문,5호선
15,1,2023-12-31,0,마포,5호선,1,0,65,3,0,3,88,화곡,5호선
15,0,2023-12-31,0,망원,6호선,0,0,17,4,0,0,36,영등포시장,5호선
15,0,2023-12-31,0,망월사,1호선,3,0,43,1,0,10,72,노원,7호선
15,0,2023-12-31,0,망월사,1호선,1,0,32,0,0,0,48,미아사거리,4호선
15,0,2023-12-31,0,망월사,1호선,1,0,31,2,0,0,49,종로3가,1호선
15,0,2023-12-31,0,면목,7호선,4,0,242,8,0,34,303,건대입구,2호선
15,0,2023-12-31,0,명일,5호선,3,0,51,3,0,1,73,군자(능동),5호선
15,0,2023-12-31,0,모란,8호선,0,0,35,2,0,1,53,암사,8호선
15,0,2023-12-31,0,모란,8호선,0,0,57,3,0,2,77,천호(풍납토성),8호선
15,0,2023-12-31,0,목동,5호선,6,0,83,1,0,6,111,마곡,5호선
15,0,2023-12-31,0,몽촌토성(평화의문),8호선,2,0,65,2,0,6,90,잠실(송파구청),2호선
15,0,2023-12-31,0,문래,2호선,1,0,19,3,0,1,39,양천구청,2호선
15,0,2023-12-31,0,문정,8호선,0,0,51,1,0,1,68,남한산성입구(성남법원.검찰청),8호선
15,0,2023-12-31,0,미아사거리,4호선,15,0,145,4,0,9,188,광화문(세종문화회관),5호선
15,0,2023-12-31,0,미아사거리,4호선,0,0,97,5,0,6,123,의정부,1호선
15,0,2023-12-31,0,반포,7호선,0,0,27,1,0,3,46,상도,7호선
15,0,2023-12-31,0,방배,2호선,4,0,93,1,0,9,122,선릉,2호선
15,0,2023-12-31,0,방이,5호선,7,0,14,1,0,10,47,경찰병원,3호선
15,0,2023-12-31,0,방이,5호선,2,0,46,1,0,4,68,군자(능동),5호선
15,0,2023-12-31,0,범계,4호선,7,0,99,1,0,3,125,총신대입구(이수),4호선
15,0,2023-12-31,0,보문,6호선,5,0,56,1,0,4,81,돌곶이,6호선
15,0,2023-12-31,0,보문,6호선,3,0,42,0,0,6,66,상월곡(한국과학기술연구원),6호선
15,1,2023-12-31,0,봉은사,9호선,2,0,168,2,0,13,201,석촌,9호선
15,0,2023-12-31,0,봉은사,9호선,6,0,48,0,0,4,73,신반포,9호선
15,1,2023-12-31,0,봉천,2호선,5,0,246,4,0,4,275,삼성(무역센터),2호선
15,0,2023-12-31,0,봉천,2호선,2,0,72,1,0,0,90,양재(서초구청),3호선
15,0,2023-12-31,0,부천,1호선,0,0,117,4,0,1,137,남구로,7호선
15,0,2023-12-31,0,부평,1호선,5,0,103,2,0,2,127,구로디지털단지,2호선
15,0,2023-12-31,0,부평,1호선,0,0,16,1,0,1,33,제기동,1호선
15,0,2023-12-31,0,불광,6호선,1,0,19,0,0,1,36,녹번,3호선
15,1,2023-12-31,0,불광,3호선,0,0,41,2,0,1,60,종로3가,5호선
15,0,2023-12-31,0,사가정,7호선,0,0,28,3,0,3,49,종로3가,5호선
15,0,2023-12-31,0,사당,2호선,2,0,141,3,0,4,165,고속터미널,3호선
15,0,2023-12-31,0,사당,2호선,2,0,135,7,0,2,161,당산,2호선
15,0,2023-12-31,0,사당,4호선,0,0,15,2,0,1,33,동작(현충원),4호선
15,0,2023-12-31,0,사당,4호선,3,0,103,1,0,3,125,수유(강북구청),4호선
15,0,2023-12-31,0,사당,2호선,1,0,53,4,0,1,74,신정네거리,2호선
15,1,2023-12-31,0,사당,2호선,1,0,116,2,0,0,135,종합운동장,2호선
15,0,2023-12-31,0,사당,4호선,3,0,91,2,0,2,113,충무로,4호선
15,0,2023-12-31,0,사당,4호선,0,0,18,1,0,1,35,흑석(중앙대입구),9호선
15,1,2023-12-31,0,사평,9호선,18,0,148,0,0,49,231,신논현,9호선
15,1,2023-12-31,0,산본,4호선,1,0,58,2,0,0,77,사당,4호선
15,0,2023-12-31,0,삼성중앙,9호선,0,0,20,1,0,1,37,왕십리(성동구청),1호선
15,0,2023-12-31,0,삼송,3호선,2,0,34,2,0,2,55,동대문,1호선
15,0,2023-12-31,0,삼전,9호선,3,0,32,2,0,1,53,한성백제,9호선
15,0,2023-12-31,0,상계,4호선,3,0,73,4,0,2,97,의정부,1호선
15,1,2023-12-31,0,상봉(시외버스터미널),7호선,0,0,38,3,0,0,57,돌곶이,6호선
15,0,2023-12-31,0,상봉(시외버스터미널),7호선,0,0,34,3,0,1,53,천호(풍납토성),5호선
15,0,2023-12-31,0,상월곡(한국과학기술연구원),6호선,1,0,16,0,0,1,33,상월곡(한국과학기술연구원),6호선
15,0,2023-12-31,0,상일동,5호선,19,0,142,1,0,6,183,광화문(세종문화회관),5호선
15,0,2023-12-31,0,상일동,5호선,7,0,22,3,0,3,50,방이,5호선
15,0,2023-12-31,0,새절(신사),6호선,0,0,41,9,0,0,65,새절(신사),6호선
15,1,2023-12-31,0,새절(신사),6호선,0,0,15,2,0,0,33,종로3가,1호선
15,0,2023-12-31,0,새절(신사),6호선,0,0,6,3,0,0,24,홍제,3호선
15,0,2023-12-31,0,서대문,5호선,1,0,57,0,0,3,76,장한평,5호선
15,0,2023-12-31,0,서대문,5호선,0,0,24,0,0,0,39,제기동,1호선
15,0,2023-12-31,0,서울역,1호선,5,0,107,3,0,6,136,상계,4호선
15,0,2023-12-31,0,서울역,4호선,1,0,85,8,0,2,111,서울역,4호선
15,0,2023-12-31,0,서울역,1호선,2,0,274,7,0,8,306,수유(강북구청),4호선
15,0,2023-12-31,0,서울역,1호선,3,0,139,3,0,4,164,청량리(서울시립대입구),1호선
15,0,2023-12-31,0,서초,2호선,0,0,29,0,0,1,45,고속터미널,9호선
15,0,2023-12-31,0,석계,6호선,1,0,31,1,0,1,49,동묘앞,6호선
15,0,2023-12-31,0,석계,6호선,2,0,12,2,0,2,33,신이문,1호선
15,0,2023-12-31,0,석계,6호선,0,0,13,5,0,0,33,월계,1호선
15,0,2023-12-31,0,석계,6호선,2,0,32,4,0,1,54,종로5가,1호선
15,0,2023-12-31,0,석수,1호선,6,0,74,4,0,3,102,종각,1호선
15,0,2023-12-31,0,석촌,9호선,3,0,192,1,0,5,216,고속터미널,9호선
15,0,2023-12-31,0,석촌,8호선,0,0,4,3,0,1,23,천호(풍납토성),5호선
15,0,2023-12-31,0,선유도,9호선,0,0,66,5,0,5,91,노량진,9호선
15,2,2023-12-31,0,성수,2호선,11,0,191,2,0,27,248,성수,2호선
15,0,2023-12-31,0,성수,2호선,8,0,292,4,0,19,338,왕십리(성동구청),2호선
15,0,2023-12-31,0,성신여대입구(돈암),4호선,2,0,190,1,0,8,216,동대문,1호선
15,1,2023-12-31,0,송내,1호선,1,0,40,2,0,1,60,종로3가,1호선
15,0,2023-12-31,0,송파,8호선,1,0,7,0,0,2,25,가락시장,3호선
15,0,2023-12-31,0,송파,8호선,0,0,16,1,0,0,32,신흥,8호선
15,0,2023-12-31,0,송파나루,9호선,1,0,12,0,0,2,30,가락시장,8호선
15,1,2023-12-31,0,수락산,7호선,1,0,49,3,0,3,72,면목,7호선
15,0,2023-12-31,0,수서,3호선,0,0,46,15,0,1,77,마천,5호선
15,0,2023-12-31,0,수서,3호선,1,0,46,0,0,1,63,사당,2호선
15,0,2023-12-31,0,수유(강북구청),4호선,0,0,5,1,0,0,21,소요산,1호선
15,0,2023-12-31,0,수진,8호선,4,0,49,3,0,2,73,남위례,8호선
15,0,2023-12-31,0,수진,8호선,7,0,184,4,0,8,218,잠실(송파구청),8호선
